segment_id,frame,x,y,phase
0,0000.jpg,1563.0,346.0,wait
0,0001.jpg,1563.0,346.0,wait
0,0002.jpg,1523.174129,349.728268,move
0,0003.jpg,1473.39179,354.388603,move
0,0004.jpg,1423.609451,359.048937,move
0,0005.jpg,1373.827112,363.709272,move
0,0006.jpg,1324.044773,368.369607,move
0,0007.jpg,1274.262434,373.029941,move
0,0008.jpg,1224.480095,377.690276,move
0,0009.jpg,1174.697755,382.350611,move
0,0010.jpg,1124.915416,387.010946,move
0,0011.jpg,1075.133077,391.67128,move
0,0012.jpg,1025.350738,396.331615,move
1,0013.jpg,125.0,949.0,wait
1,0014.jpg,111.838829,922.041076,move
1,0015.jpg,89.903544,877.109536,move
1,0016.jpg,67.968259,832.177997,move
1,0017.jpg,46.032973,787.246457,move
1,0018.jpg,24.097688,742.314917,move
1,0019.jpg,12.387057,697.383377,move
1,0020.jpg,34.322342,652.451838,move
1,0021.jpg,56.257627,607.520298,move
1,0022.jpg,78.192912,562.588758,move
1,0023.jpg,100.128198,517.657218,move
1,0024.jpg,122.063483,472.725678,move
2,0025.jpg,123.0,956.0,wait
2,0026.jpg,121.576498,936.050723,move
2,0027.jpg,118.017744,886.177531,move
2,0028.jpg,114.458989,836.30434,move
2,0029.jpg,110.900235,786.431148,move
2,0030.jpg,107.34148,736.557956,move
2,0031.jpg,103.782726,686.684764,move
2,0032.jpg,100.223971,636.811572,move
2,0033.jpg,96.665217,586.93838,move
2,0034.jpg,93.106462,537.065188,move
2,0035.jpg,89.547708,487.191997,move
2,0036.jpg,85.988953,437.318805,move
3,0037.jpg,8.0,51.0,wait
3,0038.jpg,8.0,41.326062,move
3,0039.jpg,20.663841,17.673938,move
3,0040.jpg,33.327681,66.043631,move
3,0041.jpg,45.991522,114.413323,move
3,0042.jpg,58.655363,162.783016,move
3,0043.jpg,71.319203,211.152708,move
3,0044.jpg,83.983044,259.5224,move
3,0045.jpg,96.646885,307.892093,move
3,0046.jpg,109.310725,356.261785,move
3,0047.jpg,121.974566,404.631477,move
3,0048.jpg,134.638407,453.00117,move
4,0049.jpg,129.0,65.0,wait
4,0050.jpg,129.0,65.0,wait
4,0051.jpg,156.584282,23.297394,move
4,0052.jpg,184.168564,33.021564,move
4,0053.jpg,211.752847,74.72417,move
4,0054.jpg,239.337129,116.426776,move
4,0055.jpg,266.921411,158.129383,move
4,0056.jpg,294.505693,199.831989,move
4,0057.jpg,322.089976,241.534595,move
4,0058.jpg,349.674258,283.237202,move
4,0059.jpg,377.25854,324.939808,move
4,0060.jpg,404.842822,366.642414,move
5,0061.jpg,387.0,292.0,wait
5,0062.jpg,387.0,292.0,wait
5,0063.jpg,426.984564,293.111141,move
5,0064.jpg,476.965269,294.500068,move
5,0065.jpg,526.945974,295.888994,move
5,0066.jpg,576.926679,297.277921,move
5,0067.jpg,626.907385,298.666847,move
5,0068.jpg,676.88809,300.055773,move
5,0069.jpg,726.868795,301.4447,move
5,0070.jpg,776.8495,302.833626,move
5,0071.jpg,826.830205,304.222553,move
5,0072.jpg,876.81091,305.611479,move
5,0073.jpg,926.791615,307.000406,move
6,0074.jpg,806.0,337.0,wait
6,0075.jpg,779.947108,351.874367,move
6,0076.jpg,736.525621,376.66498,move
6,0077.jpg,693.104134,401.455592,move
6,0078.jpg,649.682646,426.246204,move
6,0079.jpg,606.261159,451.036817,move
6,0080.jpg,562.839672,475.827429,move
