frame,x,y
0000.jpg,1563.0,346.0
0001.jpg,1563.0,346.0
0002.jpg,1523.174129,349.728268
0003.jpg,1473.39179,354.388603
0004.jpg,1423.609451,359.048937
0005.jpg,1373.827112,363.709272
0006.jpg,1324.044773,368.369607
0007.jpg,1274.262434,373.029941
0008.jpg,1224.480095,377.690276
0009.jpg,1174.697755,382.350611
0010.jpg,1124.915416,387.010946
0011.jpg,1075.133077,391.67128
0012.jpg,1025.350738,396.331615
0013.jpg,125.0,949.0
0014.jpg,111.838829,922.041076
0015.jpg,89.903544,877.109536
0016.jpg,67.968259,832.177997
0017.jpg,46.032973,787.246457
0018.jpg,24.097688,742.314917
0019.jpg,12.387057,697.383377
0020.jpg,34.322342,652.451838
0021.jpg,56.257627,607.520298
0022.jpg,78.192912,562.588758
0023.jpg,100.128198,517.657218
0024.jpg,122.063483,472.725678
0025.jpg,123.0,956.0
0026.jpg,121.576498,936.050723
0027.jpg,118.017744,886.177531
0028.jpg,114.458989,836.30434
0029.jpg,110.900235,786.431148
0030.jpg,107.34148,736.557956
0031.jpg,103.782726,686.684764
0032.jpg,100.223971,636.811572
0033.jpg,96.665217,586.93838
0034.jpg,93.106462,537.065188
0035.jpg,89.547708,487.191997
0036.jpg,85.988953,437.318805
0037.jpg,8.0,51.0
0038.jpg,8.0,41.326062
0039.jpg,20.663841,17.673938
0040.jpg,33.327681,66.043631
0041.jpg,45.991522,114.413323
0042.jpg,58.655363,162.783016
0043.jpg,71.319203,211.152708
0044.jpg,83.983044,259.5224
0045.jpg,96.646885,307.892093
0046.jpg,109.310725,356.261785
0047.jpg,121.974566,404.631477
0048.jpg,134.638407,453.00117
0049.jpg,129.0,65.0
0050.jpg,129.0,65.0
0051.jpg,156.584282,23.297394
0052.jpg,184.168564,33.021564
0053.jpg,211.752847,74.72417
0054.jpg,239.337129,116.426776
0055.jpg,266.921411,158.129383
0056.jpg,294.505693,199.831989
0057.jpg,322.089976,241.534595
0058.jpg,349.674258,283.237202
0059.jpg,377.25854,324.939808
0060.jpg,404.842822,366.642414
0061.jpg,387.0,292.0
0062.jpg,387.0,292.0
0063.jpg,426.984564,293.111141
0064.jpg,476.965269,294.500068
0065.jpg,526.945974,295.888994
0066.jpg,576.926679,297.277921
0067.jpg,626.907385,298.666847
0068.jpg,676.88809,300.055773
0069.jpg,726.868795,301.4447
0070.jpg,776.8495,302.833626
0071.jpg,826.830205,304.222553
0072.jpg,876.81091,305.611479
0073.jpg,926.791615,307.000406
0074.jpg,806.0,337.0
0075.jpg,779.947108,351.874367
0076.jpg,736.525621,376.66498
0077.jpg,693.104134,401.455592
0078.jpg,649.682646,426.246204
0079.jpg,606.261159,451.036817
0080.jpg,562.839672,475.827429
0081.jpg,519.418185,500.618041
0082.jpg,475.996698,525.408653
0083.jpg,432.575211,550.199266
0084.jpg,389.153724,574.989878
0085.jpg,345.732237,599.78049
0086.jpg,1820.0,930.0
0087.jpg,1819.578599,959.99704
0088.jpg,1818.876263,982.000987
0089.jpg,1818.173928,932.00592
0090.jpg,1817.471593,882.010853
0091.jpg,1816.769258,832.015786
0092.jpg,1816.066922,782.020719
0093.jpg,1815.364587,732.025652
0094.jpg,1814.662252,682.030585
0095.jpg,1813.959916,632.035518
0096.jpg,1813.257581,582.040451
0097.jpg,1812.555246,532.045384
0098.jpg,477.0,593.0
0099.jpg,470.790488,585.161508
0100.jpg,439.742929,545.969046
0101.jpg,408.69537,506.776584
0102.jpg,377.647811,467.584122
0103.jpg,346.600252,428.39166
0104.jpg,315.552693,389.199198
0105.jpg,284.505134,350.006736
0106.jpg,253.457575,310.814274
0107.jpg,222.410016,271.621812
0108.jpg,191.362457,232.42935
0109.jpg,160.314898,193.236888
