frame, x, y
0,  544.80,  247.07
1,  535.61,  243.15
2,  526.41,  239.22
3,  517.21,  235.29
4,  508.02,  231.37
5,  498.82,  227.44
6,  489.62,  223.52
7,  480.42,  219.59
8,  471.23,  215.66
9,  462.03,  211.74
10,  452.83,  207.81
11,  443.64,  203.88
12,  434.44,  199.96
13,  425.24,  196.03
14,  416.05,  192.10
15,  406.85,  188.18
16,  397.65,  184.25
17,  388.46,  180.32
18,  379.26,  176.40
19,  370.06,  172.47
20,  360.86,  168.55
21,  351.67,  164.62
22,  342.47,  160.69
23,  333.27,  156.77
24,  324.08,  152.84
25,  314.88,  148.91
26,  305.68,  144.99
27,  296.49,  141.06
28,  287.29,  137.13
29,  278.09,  133.21
30,  268.90,  129.28
31,  259.70,  125.35
32,  250.50,  121.43
33,  241.30,  117.50
34,  232.11,  113.58
35,  222.91,  109.65
36,  213.71,  105.72
37,  204.52,  101.80
38,  195.32,  97.87
39,  186.12,  93.94
40,  176.93,  90.02
41,  167.73,  86.09
42,  158.53,  82.16
43,  149.34,  78.24
44,  140.14,  74.31
45,  130.94,  70.39
46,  121.74,  66.46
47,  112.55,  62.53
48,  103.35,  58.61
49,  94.15,  54.68
50,  84.96,  50.75
51,  75.76,  46.83
52,  66.56,  42.90
53,  57.37,  38.97
54,  48.17,  35.05
55,  38.97,  31.12
56,  29.78,  27.19
57,  20.58,  23.27
58,  11.38,  19.34
59,  2.18,  15.42
60,  11.38,  11.49
61,  20.58,  7.56
62,  29.78,  11.49
63,  38.97,  15.42
64,  48.17,  19.34
65,  57.37,  23.27
66,  66.56,  27.19
67,  75.76,  31.12
68,  84.96,  35.05
69,  94.15,  38.97
70,  103.35,  42.90
71,  112.55,  46.83
72,  121.74,  50.75
73,  130.94,  54.68
74,  140.14,  58.61
75,  149.34,  62.53
76,  158.53,  66.46
77,  167.73,  70.39
78,  176.93,  74.31
79,  186.12,  78.24
80,  195.32,  82.16
81,  204.52,  86.09
82,  213.71,  90.02
83,  222.91,  93.94
84,  232.11,  97.87
85,  241.30,  101.80
86,  250.50,  105.72
87,  259.70,  109.65
88,  268.90,  113.58
89,  278.09,  117.50
90,  287.29,  121.43
91,  296.49,  125.35
92,  305.68,  129.28
93,  314.88,  133.21
94,  324.08,  137.13
95,  333.27,  141.06
96,  342.47,  144.99
97,  351.67,  148.91
98,  360.86,  152.84
99,  370.06,  156.77
100,  379.26,  160.69
101,  388.46,  164.62
102,  397.65,  168.55
103,  406.85,  172.47
104,  416.05,  176.40
105,  425.24,  180.32
106,  434.44,  184.25
107,  443.64,  188.18
108,  452.83,  192.10
109,  462.03,  196.03
110,  471.23,  199.96
111,  480.42,  203.88
112,  489.62,  207.81
113,  498.82,  211.74
114,  508.02,  215.66
115,  517.21,  219.59
116,  526.41,  223.52
117,  535.61,  227.44
118,  544.80,  231.37
119,  554.00,  235.29
120,  563.20,  239.22
121,  572.39,  243.15
122,  581.59,  247.07
123,  590.79,  251.00
124,  599.98,  254.93
125,  609.18,  258.85
126,  618.38,  262.78
127,  627.58,  266.71
128,  636.77,  270.63
129,  645.97,  274.56
130,  655.17,  278.48
131,  664.36,  282.41
132,  673.56,  286.34
133,  682.76,  290.26
134,  691.95,  294.19
135,  701.15,  298.12
136,  710.35,  302.04
137,  719.54,  305.97
138,  728.74,  309.90
139,  737.94,  313.82
140,  747.14,  317.75
141,  756.33,  321.68
142,  765.53,  325.60
143,  774.73,  329.53
144,  783.92,  333.45
145,  793.12,  337.38
146,  802.32,  341.31
147,  811.51,  345.23
148,  820.71,  349.16
149,  829.91,  353.09
150,  839.10,  357.01
151,  848.30,  360.94
152,  857.50,  364.87
153,  866.70,  368.79
154,  875.89,  372.72
155,  885.09,  376.65
156,  894.29,  380.57
157,  903.48,  384.50
158,  912.68,  388.42
159,  921.88,  392.35
160,  931.07,  396.28
161,  940.27,  400.20
162,  949.47,  404.13
163,  958.66,  408.06
164,  967.86,  411.98
165,  977.06,  415.91
166,  986.26,  419.84
167,  995.45,  423.76
168,  1004.65,  427.69
169,  1013.85,  431.61
170,  1023.04,  435.54
171,  1032.24,  439.47
172,  1041.44,  443.39
173,  1050.63,  447.32
174,  1059.83,  451.25
175,  1069.03,  455.17
176,  1078.22,  459.10
177,  1087.42,  463.03
178,  1096.62,  466.95
179,  1105.82,  470.88
180,  1115.01,  474.81
181,  1124.21,  478.73
182,  1133.41,  482.66
183,  1142.60,  486.58
184,  1151.80,  490.51
185,  1161.00,  494.44
186,  1170.19,  498.36
187,  1179.39,  502.29
188,  1188.59,  506.22
189,  1197.78,  510.14
190,  1206.98,  514.07
191,  1216.18,  518.00
192,  1225.38,  521.92
193,  1234.57,  525.85
194,  1243.77,  529.77
195,  1252.97,  533.70
196,  1262.16,  537.63
197,  1271.36,  541.55
198,  1280.56,  545.48
199,  1289.75,  549.41
200,  1298.95,  553.33
201,  1308.15,  557.26
202,  1317.34,  561.19
203,  1326.54,  565.11
204,  1335.74,  569.04
205,  1344.94,  572.97
206,  1354.13,  576.89
207,  1363.33,  580.82
208,  1372.53,  584.74
209,  1381.72,  588.67
210,  1390.92,  592.60
211,  1400.12,  596.52
212,  1409.31,  600.45
213,  1418.51,  604.38
214,  1427.71,  608.30
215,  1418.51,  612.23
216,  1409.31,  616.16
217,  1400.12,  620.08
218,  1390.92,  624.01
219,  1381.72,  627.94
220,  1372.53,  631.86
221,  1363.33,  635.79
222,  1354.13,  639.71
223,  1344.94,  643.64
224,  1335.74,  647.57
225,  1326.54,  651.49
226,  1317.34,  655.42
227,  1308.15,  659.35
228,  1298.95,  663.27
229,  1289.75,  667.20
230,  1280.56,  671.13
231,  1271.36,  675.05
232,  1262.16,  678.98
233,  1252.97,  682.90
234,  1243.77,  686.83
235,  1234.57,  690.76
236,  1225.38,  694.68
237,  1216.18,  698.61
238,  1206.98,  702.54
239,  1197.78,  706.46
240,  1188.59,  710.39
241,  1179.39,  714.32
242,  1170.19,  718.24
243,  1161.00,  722.17
244,  1151.80,  726.10
245,  1142.60,  730.02
246,  1133.41,  733.95
247,  1124.21,  737.87
248,  1115.01,  741.80
249,  1105.82,  745.73
250,  1096.62,  749.65
251,  1087.42,  753.58
252,  1078.22,  757.51
253,  1069.03,  761.43
254,  1059.83,  765.36
255,  1050.63,  769.29
256,  1041.44,  773.21
257,  1032.24,  777.14
258,  1023.04,  781.07
259,  1013.85,  784.99
260,  1004.65,  788.92
261,  995.45,  792.84
262,  986.26,  796.77
263,  977.06,  800.70
