frame,x,y
0000.jpg,544.8,247.07
0001.jpg,498.82,227.44
0002.jpg,452.83,207.81
0003.jpg,406.85,188.18
0004.jpg,360.86,168.55
0005.jpg,314.88,148.91
0006.jpg,268.9,129.28
0007.jpg,222.91,109.65
0008.jpg,176.93,90.02
0009.jpg,130.94,70.39
0010.jpg,84.96,50.75
0011.jpg,38.97,31.12
0012.jpg,11.38,11.49
0013.jpg,57.37,23.27
0014.jpg,103.35,42.9
0015.jpg,149.34,62.53
0016.jpg,195.32,82.16
0017.jpg,241.3,101.8
0018.jpg,287.29,121.43
0019.jpg,333.27,141.06
0020.jpg,379.26,160.69
0021.jpg,425.24,180.32
0022.jpg,471.23,199.96
0023.jpg,517.21,219.59
0024.jpg,563.2,239.22
0025.jpg,609.18,258.85
0026.jpg,655.17,278.48
0027.jpg,701.15,298.12
0028.jpg,747.14,317.75
0029.jpg,793.12,337.38
0030.jpg,839.1,357.01
0031.jpg,885.09,376.65
0032.jpg,931.07,396.28
0033.jpg,977.06,415.91
0034.jpg,1023.04,435.54
0035.jpg,1069.03,455.17
0036.jpg,1115.01,474.81
0037.jpg,1161.0,494.44
0038.jpg,1206.98,514.07
0039.jpg,1252.97,533.7
0040.jpg,1298.95,553.33
0041.jpg,1344.94,572.97
0042.jpg,1390.92,592.6
0043.jpg,1418.51,612.23
0044.jpg,1372.53,631.86
0045.jpg,1326.54,651.49
0046.jpg,1280.56,671.13
0047.jpg,1234.57,690.76
0048.jpg,1188.59,710.39
0049.jpg,1142.6,730.02
0050.jpg,1096.62,749.65
0051.jpg,1050.63,769.29
0052.jpg,1004.65,788.92
0053.jpg,958.66,808.55
0054.jpg,912.68,828.18
0055.jpg,866.7,847.81
0056.jpg,820.71,867.45
0057.jpg,774.73,863.52
0058.jpg,728.74,843.89
0059.jpg,682.76,824.26
0060.jpg,636.77,804.62
0061.jpg,590.79,784.99
0062.jpg,544.8,765.36
0063.jpg,498.82,745.73
0064.jpg,452.83,726.1
0065.jpg,406.85,706.46
0066.jpg,360.86,686.83
0067.jpg,314.88,667.2
0068.jpg,268.9,647.57
0069.jpg,222.91,627.94
0070.jpg,176.93,608.3
0071.jpg,130.94,588.67
0072.jpg,84.96,569.04
0073.jpg,38.97,549.41
0074.jpg,11.38,529.77
0075.jpg,57.37,510.14
0076.jpg,103.35,490.51
0077.jpg,149.34,470.88
0078.jpg,195.32,451.25
0079.jpg,241.3,431.61
0080.jpg,287.29,411.98
0081.jpg,333.27,392.35
0082.jpg,379.26,372.72
0083.jpg,425.24,353.09
0084.jpg,471.23,333.45
0085.jpg,517.21,313.82
0086.jpg,563.2,294.19
0087.jpg,609.18,274.56
0088.jpg,655.17,254.93
0089.jpg,701.15,235.29
0090.jpg,747.14,215.66
0091.jpg,793.12,196.03
0092.jpg,839.1,176.4
0093.jpg,885.09,156.77
0094.jpg,931.07,137.13
0095.jpg,977.06,117.5
0096.jpg,1023.04,97.87
0097.jpg,1069.03,78.24
