frame,x,y
0000.jpg,0.291337,0.24707
0001.jpg,0.266749,0.22744
0002.jpg,0.242155,0.20781
0003.jpg,0.217567,0.18818
0004.jpg,0.192973,0.16855
0005.jpg,0.168385,0.14891
0006.jpg,0.143797,0.12928
0007.jpg,0.119203,0.10965
0008.jpg,0.094615,0.09002
0009.jpg,0.070021,0.07039
0010.jpg,0.045433,0.05075
0011.jpg,0.02084,0.03112
0012.jpg,0.006086,0.01149
0013.jpg,0.030679,0.02327
0014.jpg,0.055267,0.0429
0015.jpg,0.079861,0.06253
0016.jpg,0.104449,0.08216
0017.jpg,0.129037,0.1018
0018.jpg,0.153631,0.12143
0019.jpg,0.178219,0.14106
0020.jpg,0.202813,0.16069
0021.jpg,0.227401,0.18032
0022.jpg,0.251995,0.19996
0023.jpg,0.276583,0.21959
0024.jpg,0.301176,0.23922
0025.jpg,0.325765,0.25885
0026.jpg,0.350358,0.27848
0027.jpg,0.374947,0.29812
0028.jpg,0.39954,0.31775
0029.jpg,0.424128,0.33738
0030.jpg,0.448717,0.35701
0031.jpg,0.47331,0.37665
0032.jpg,0.497898,0.39628
0033.jpg,0.522492,0.41591
0034.jpg,0.54708,0.43554
0035.jpg,0.571674,0.45517
0036.jpg,0.596262,0.47481
0037.jpg,0.620856,0.49444
0038.jpg,0.645444,0.51407
0039.jpg,0.670037,0.5337
0040.jpg,0.694626,0.55333
0041.jpg,0.719219,0.57297
0042.jpg,0.743807,0.5926
0043.jpg,0.758561,0.61223
0044.jpg,0.733973,0.63186
0045.jpg,0.70938,0.65149
0046.jpg,0.684791,0.67113
0047.jpg,0.660198,0.69076
0048.jpg,0.63561,0.71039
0049.jpg,0.611016,0.73002
0050.jpg,0.586428,0.74965
0051.jpg,0.561834,0.76929
0052.jpg,0.537246,0.78892
0053.jpg,0.512652,0.80855
0054.jpg,0.488064,0.82818
0055.jpg,0.463476,0.84781
0056.jpg,0.438882,0.86745
0057.jpg,0.414294,0.86352
0058.jpg,0.389701,0.84389
0059.jpg,0.365112,0.82426
0060.jpg,0.340519,0.80462
0061.jpg,0.31593,0.78499
0062.jpg,0.291337,0.76536
0063.jpg,0.266749,0.74573
0064.jpg,0.242155,0.7261
0065.jpg,0.217567,0.70646
0066.jpg,0.192973,0.68683
0067.jpg,0.168385,0.6672
0068.jpg,0.143797,0.64757
0069.jpg,0.119203,0.62794
0070.jpg,0.094615,0.6083
0071.jpg,0.070021,0.58867
0072.jpg,0.045433,0.56904
0073.jpg,0.02084,0.54941
0074.jpg,0.006086,0.52977
0075.jpg,0.030679,0.51014
0076.jpg,0.055267,0.49051
0077.jpg,0.079861,0.47088
0078.jpg,0.104449,0.45125
0079.jpg,0.129037,0.43161
0080.jpg,0.153631,0.41198
0081.jpg,0.178219,0.39235
0082.jpg,0.202813,0.37272
0083.jpg,0.227401,0.35309
0084.jpg,0.251995,0.33345
0085.jpg,0.276583,0.31382
0086.jpg,0.301176,0.29419
0087.jpg,0.325765,0.27456
0088.jpg,0.350358,0.25493
0089.jpg,0.374947,0.23529
0090.jpg,0.39954,0.21566
0091.jpg,0.424128,0.19603
0092.jpg,0.448717,0.1764
0093.jpg,0.47331,0.15677
0094.jpg,0.497898,0.13713
0095.jpg,0.522492,0.1175
0096.jpg,0.54708,0.09787
0097.jpg,0.571674,0.07824
0098.jpg,0.596262,0.05861
0099.jpg,0.620856,0.03897
0100.jpg,0.645444,0.01934
0101.jpg,0.670037,0.01542
0102.jpg,0.694626,0.03505
0103.jpg,0.719219,0.05468
0104.jpg,0.743807,0.07431
0105.jpg,0.758561,0.09394
0106.jpg,0.733973,0.11358
0107.jpg,0.70938,0.13321
0108.jpg,0.684791,0.15284
0109.jpg,0.660198,0.17247
0110.jpg,0.63561,0.1921
0111.jpg,0.611016,0.21174
0112.jpg,0.586428,0.23137
0113.jpg,0.561834,0.251
0114.jpg,0.537246,0.27063
0115.jpg,0.512652,0.29026
0116.jpg,0.488064,0.3099
0117.jpg,0.463476,0.32953
0118.jpg,0.438882,0.34916
0119.jpg,0.414294,0.36879
0120.jpg,0.389701,0.38842
0121.jpg,0.365112,0.40806
0122.jpg,0.340519,0.42769
0123.jpg,0.31593,0.44732
0124.jpg,0.291337,0.46695
0125.jpg,0.266749,0.48658
0126.jpg,0.242155,0.50622
0127.jpg,0.217567,0.52585
0128.jpg,0.192973,0.54548
0129.jpg,0.168385,0.56511
0130.jpg,0.143797,0.58474
0131.jpg,0.119203,0.60438
0132.jpg,0.094615,0.62401
0133.jpg,0.070021,0.64364
0134.jpg,0.045433,0.66327
0135.jpg,0.02084,0.6829
0136.jpg,0.006086,0.70254
0137.jpg,0.030679,0.72217
0138.jpg,0.055267,0.7418
0139.jpg,0.079861,0.76143
0140.jpg,0.104449,0.78107
0141.jpg,0.129037,0.8007
0142.jpg,0.153631,0.82033
0143.jpg,0.178219,0.83996
0144.jpg,0.202813,0.85959
0145.jpg,0.227401,0.87137
0146.jpg,0.251995,0.85174
0147.jpg,0.276583,0.83211
0148.jpg,0.301176,0.81248
0149.jpg,0.325765,0.79284
0150.jpg,0.350358,0.77321
0151.jpg,0.374947,0.75358
0152.jpg,0.39954,0.73395
0153.jpg,0.424128,0.71432
0154.jpg,0.448717,0.69468
0155.jpg,0.47331,0.67505
0156.jpg,0.497898,0.65542
0157.jpg,0.522492,0.63579
0158.jpg,0.54708,0.61616
0159.jpg,0.571674,0.59652
0160.jpg,0.596262,0.57689
0161.jpg,0.620856,0.55726
0162.jpg,0.645444,0.53763
0163.jpg,0.670037,0.518
0164.jpg,0.694626,0.49836
0165.jpg,0.719219,0.47873
0166.jpg,0.743807,0.4591
0167.jpg,0.758561,0.43947
0168.jpg,0.733973,0.41984
0169.jpg,0.70938,0.4002
0170.jpg,0.684791,0.38057
0171.jpg,0.660198,0.36094
0172.jpg,0.63561,0.34131
0173.jpg,0.611016,0.32168
0174.jpg,0.586428,0.30204
0175.jpg,0.561834,0.28241
0176.jpg,0.537246,0.26278
0177.jpg,0.512652,0.24315
0178.jpg,0.488064,0.22352
0179.jpg,0.463476,0.20388
0180.jpg,0.438882,0.18425
0181.jpg,0.414294,0.16462
0182.jpg,0.389701,0.14499
0183.jpg,0.365112,0.12535
0184.jpg,0.340519,0.10572
0185.jpg,0.31593,0.08609
0186.jpg,0.291337,0.06646
0187.jpg,0.266749,0.04683
0188.jpg,0.242155,0.02719
0189.jpg,0.217567,0.00756
0190.jpg,0.192973,0.02719
0191.jpg,0.168385,0.04683
0192.jpg,0.143797,0.06646
