segment_id,frame,x,y,phase
0,0000.jpg,0.849733,0.936,wait
0,0001.jpg,0.849733,0.936,wait
0,0002.jpg,0.867486,0.913688,move
0,0003.jpg,0.889678,0.885798,move
0,0004.jpg,0.91187,0.857908,move
0,0005.jpg,0.934062,0.830018,move
0,0006.jpg,0.956254,0.802128,move
0,0007.jpg,0.978446,0.774238,move
0,0008.jpg,0.991284,0.746348,move
0,0009.jpg,0.969092,0.718459,move
0,0010.jpg,0.9469,0.690569,move
0,0011.jpg,0.924708,0.662679,move
1,0012.jpg,0.135829,0.057,wait
1,0013.jpg,0.135829,0.057,wait
1,0014.jpg,0.114444,0.056135,move
1,0015.jpg,0.087712,0.055054,move
1,0016.jpg,0.06098,0.053973,move
1,0017.jpg,0.034248,0.052892,move
1,0018.jpg,0.007517,0.05181,move
1,0019.jpg,0.025663,0.050729,move
1,0020.jpg,0.052395,0.049648,move
1,0021.jpg,0.079127,0.048567,move
1,0022.jpg,0.105859,0.047486,move
1,0023.jpg,0.13259,0.046405,move
1,0024.jpg,0.159322,0.045324,move
2,0025.jpg,0.017112,0.913,wait
2,0026.jpg,0.031405,0.899375,move
2,0027.jpg,0.055226,0.876666,move
2,0028.jpg,0.079047,0.853957,move
2,0029.jpg,0.102869,0.831248,move
2,0030.jpg,0.12669,0.808539,move
2,0031.jpg,0.150511,0.785831,move
2,0032.jpg,0.174332,0.763122,move
2,0033.jpg,0.198153,0.740413,move
2,0034.jpg,0.221974,0.717704,move
2,0035.jpg,0.245796,0.694995,move
2,0036.jpg,0.269617,0.672286,move
3,0037.jpg,0.913369,0.011,wait
3,0038.jpg,0.908257,0.026958,move
3,0039.jpg,0.899737,0.074351,move
3,0040.jpg,0.891217,0.121745,move
3,0041.jpg,0.882698,0.169139,move
3,0042.jpg,0.874178,0.216533,move
3,0043.jpg,0.865658,0.263926,move
3,0044.jpg,0.857138,0.31132,move
3,0045.jpg,0.848618,0.358714,move
3,0046.jpg,0.840099,0.406108,move
3,0047.jpg,0.831579,0.453502,move
3,0048.jpg,0.823059,0.500895,move
4,0049.jpg,0.042781,0.982,wait
4,0050.jpg,0.035253,0.992,move
4,0051.jpg,0.016433,0.956484,move
