frame, x, y
0, 348.30, 737.98
1, 347.59, 747.95
2, 346.89, 757.93
3, 346.18, 767.90
4, 345.48, 777.88
5, 344.78, 787.85
6, 344.07, 797.83
7, 343.37, 807.80
8, 342.66, 817.78
9, 341.96, 827.75
10, 341.25, 837.73
11, 340.55, 847.70
12, 339.85, 857.68
13, 339.14, 867.65
14, 338.44, 877.63
15, 337.73, 887.60
16, 337.03, 897.58
17, 336.33, 907.55
18, 335.62, 917.53
19, 334.92, 927.50
20, 334.21, 937.48
21, 333.51, 947.45
22, 332.80, 957.43
23, 332.10, 967.40
24, 331.40, 977.38
25, 330.69, 987.35
26, 329.99, 997.33
27, 329.28, 987.35
28, 328.58, 977.38
29, 327.88, 967.40
30, 327.17, 957.43
31, 326.47, 947.45
32, 325.76, 937.48
33, 325.06, 927.50
34, 324.35, 917.53
35, 323.65, 907.55
36, 322.95, 897.58
37, 322.24, 887.60
38, 321.54, 877.63
39, 320.83, 867.65
40, 320.13, 857.68
41, 319.43, 847.70
42, 112.19, 830.86
43, 106.38, 822.73
44, 100.56, 814.59
45, 94.75, 806.45
46, 88.94, 798.31
47, 83.13, 790.18
48, 77.31, 782.04
49, 71.50, 773.90
50, 65.69, 765.76
51, 59.88, 757.63
52, 54.06, 749.49
53, 48.25, 741.35
54, 42.44, 733.21
55, 36.63, 725.08
56, 30.82, 716.94
57, 25.00, 708.80
58, 19.19, 700.66
59, 13.38, 692.53
60, 7.57, 684.39
61, 13.38, 676.25
62, 19.19, 668.12
63, 25.00, 659.98
64, 30.82, 651.84
65, 36.63, 643.70
66, 42.44, 635.57
67, 48.25, 627.43
68, 54.06, 619.29
69, 59.88, 611.15
70, 65.69, 603.02
71, 71.50, 594.88
72, 77.31, 586.74
73, 83.13, 578.60
74, 88.94, 570.47
75, 94.75, 562.33
76, 100.56, 554.19
77, 106.38, 546.05
78, 112.19, 537.92
79, 118.00, 529.78
80, 123.81, 521.64
81, 129.62, 513.50
82, 135.44, 505.37
83, 141.25, 497.23
84, 388.10, 49.96
85, 387.20, 59.92
86, 386.30, 69.88
87, 385.40, 79.84
88, 384.50, 89.80
89, 383.60, 99.76
90, 382.69, 109.72
91, 381.79, 119.67
92, 380.89, 129.63
93, 379.99, 139.59
94, 379.09, 149.55
95, 378.19, 159.51
96, 377.29, 169.47
97, 376.39, 179.43
98, 375.49, 189.39
99, 374.59, 199.35
100, 373.69, 209.31
101, 372.79, 219.27
102, 371.88, 229.23
103, 370.98, 239.19
104, 370.08, 249.15
105, 369.18, 259.11
106, 368.28, 269.06
107, 367.38, 279.02
108, 366.48, 288.98
109, 365.58, 298.94
110, 364.68, 308.90
111, 363.78, 318.86
112, 362.88, 328.82
113, 361.98, 338.78
114, 361.07, 348.74
115, 360.17, 358.70
116, 359.27, 368.66
117, 358.37, 378.62
118, 357.47, 388.58
119, 356.57, 398.54
120, 355.67, 408.50
121, 354.77, 418.46
122, 353.87, 428.41
123, 352.97, 438.37
124, 352.07, 448.33
125, 351.17, 458.29
126, 1783.05, 635.00
127, 1783.10, 625.00
128, 1783.15, 615.00
129, 1783.20, 605.00
130, 1783.25, 595.00
131, 1783.30, 585.00
132, 1783.35, 575.00
133, 1783.40, 565.00
134, 1783.45, 555.00
135, 1783.50, 545.00
136, 1783.55, 535.00
137, 1783.60, 525.00
138, 1783.65, 515.00
139, 1783.70, 505.00
140, 1783.75, 495.00
141, 1783.80, 485.00
142, 1783.85, 475.00
143, 1783.90, 465.00
144, 1783.95, 455.00
145, 1784.00, 445.00
146, 1784.05, 435.00
147, 1784.10, 425.00
148, 1784.15, 415.00
149, 1784.20, 405.00
150, 1784.25, 395.00
151, 1784.30, 385.00
152, 1784.35, 375.00
153, 1784.40, 365.00
154, 1784.45, 355.00
155, 1784.50, 345.00
156, 1784.55, 335.00
157, 1784.60, 325.00
158, 1784.65, 315.00
159, 1784.70, 305.00
160, 1784.75, 295.00
161, 1784.80, 285.00
162, 1784.85, 275.00
163, 1784.90, 265.00
164, 1784.95, 255.00
165, 1785.00, 245.00
166, 1785.05, 235.01
167, 1785.10, 225.01
168, 728.33, 436.73
169, 730.66, 446.45
170, 732.98, 456.18
171, 735.31, 465.90
172, 737.64, 475.63
173, 739.97, 485.35
174, 742.29, 495.08
175, 744.62, 504.80
176, 746.95, 514.53
177, 749.28, 524.25
178, 751.60, 533.98
179, 753.93, 543.70
180, 756.26, 553.43
181, 758.59, 563.15
182, 760.92, 572.88
183, 763.24, 582.61
184, 765.57, 592.33
185, 767.90, 602.06
186, 770.23, 611.78
187, 772.55, 621.51
188, 774.88, 631.23
189, 777.21, 640.96
190, 779.54, 650.68
191, 781.87, 660.41
192, 784.19, 670.13
193, 786.52, 679.86
194, 788.85, 689.58
195, 791.18, 699.31
196, 793.50, 709.03
