frame, x, y
0, 1275.05, 427.14
1, 1279.10, 436.29
2, 1283.15, 445.43
3, 1287.19, 454.58
4, 1291.24, 463.72
5, 1295.29, 472.86
6, 1299.34, 482.01
7, 1303.39, 491.15
8, 1307.44, 500.30
9, 1311.48, 509.44
10, 1315.53, 518.58
11, 1319.58, 527.73
12, 1323.63, 536.87
13, 1327.68, 546.01
14, 1331.73, 555.16
15, 1335.77, 564.30
16, 1339.82, 573.45
17, 1343.87, 582.59
18, 1347.92, 591.73
19, 1351.97, 600.88
20, 1356.02, 610.02
21, 1360.06, 619.17
22, 1364.11, 628.31
23, 1368.16, 637.45
24, 1372.21, 646.60
25, 1376.26, 655.74
26, 1380.31, 664.89
27, 1384.35, 674.03
28, 1388.40, 683.17
29, 1392.45, 692.32
30, 1396.50, 701.46
31, 1400.55, 710.60
32, 1404.60, 719.75
33, 1408.64, 728.89
34, 1412.69, 738.04
35, 1416.74, 747.18
36, 1420.79, 756.32
37, 1424.84, 765.47
38, 1428.89, 774.61
39, 1432.93, 783.76
40, 1436.98, 792.90
41, 1441.03, 802.04
42, 1445.08, 811.19
43, 1449.13, 820.33
44, 1453.18, 829.48
45, 1457.22, 838.62
46, 1461.27, 847.76
47, 1465.32, 856.91
48, 1469.37, 866.05
49, 1473.42, 875.20
50, 1477.47, 884.34
51, 1481.51, 893.48
52, 1485.56, 902.63
53, 1489.61, 911.77
54, 1493.66, 920.91
55, 1497.71, 930.06
56, 1501.76, 939.20
57, 1505.80, 948.35
58, 1509.85, 957.49
59, 1513.90, 966.63
60, 1517.95, 975.78
61, 1522.00, 984.92
62, 1526.05, 994.07
63, 1530.09, 984.92
64, 1534.14, 975.78
65, 1538.19, 966.63
66, 1542.24, 957.49
67, 1546.29, 948.35
68, 1550.34, 939.20
69, 1554.38, 930.06
70, 1558.43, 920.91
71, 1562.48, 911.77
72, 1319.76, 891.94
73, 1315.53, 882.88
74, 1311.29, 873.83
75, 1307.05, 864.77
76, 1302.82, 855.71
77, 1298.58, 846.65
78, 1294.34, 837.59
79, 1290.10, 828.54
