frame, x, y
0, 892.17, 191.85
1, 882.34, 193.69
2, 872.52, 195.54
3, 862.69, 197.38
4, 852.86, 199.23
5, 843.03, 201.07
6, 833.20, 202.92
7, 823.37, 204.76
8, 813.55, 206.61
9, 803.72, 208.45
10, 793.89, 210.30
11, 784.06, 212.14
12, 774.23, 213.99
13, 764.40, 215.83
14, 754.58, 217.68
15, 744.75, 219.53
16, 734.92, 221.37
17, 725.09, 223.22
18, 715.26, 225.06
19, 705.43, 226.91
20, 695.61, 228.75
21, 685.78, 230.60
22, 675.95, 232.44
23, 666.12, 234.29
24, 656.29, 236.13
25, 646.47, 237.98
26, 636.64, 239.82
27, 626.81, 241.67
28, 616.98, 243.52
29, 607.15, 245.36
30, 597.32, 247.21
31, 587.50, 249.05
32, 577.67, 250.90
33, 567.84, 252.74
34, 558.01, 254.59
35, 548.18, 256.43
36, 538.35, 258.28
37, 528.53, 260.12
38, 518.70, 261.97
39, 508.87, 263.81
40, 499.04, 265.66
41, 489.21, 267.50
42, 17.60, 123.12
43, 22.20, 114.24
44, 26.79, 105.36
45, 31.39, 96.48
46, 35.99, 87.60
47, 40.59, 78.72
48, 45.19, 69.84
49, 49.78, 60.96
50, 54.38, 52.08
51, 58.98, 43.20
52, 63.58, 34.32
53, 68.18, 25.44
54, 72.77, 16.56
55, 77.37, 7.68
56, 81.97, 16.56
57, 86.57, 25.44
58, 91.17, 34.32
59, 95.76, 43.20
60, 100.36, 52.08
61, 104.96, 60.96
62, 109.56, 69.84
63, 114.16, 78.72
64, 118.75, 87.60
65, 123.35, 96.48
66, 127.95, 105.36
67, 132.55, 114.24
68, 137.15, 123.12
69, 141.74, 132.00
70, 146.34, 140.88
71, 150.94, 149.76
72, 155.54, 158.64
73, 160.13, 167.52
74, 164.73, 176.40
75, 169.33, 185.28
76, 173.93, 194.16
77, 178.53, 203.04
78, 183.12, 211.92
79, 187.72, 220.80
80, 192.32, 229.68
81, 196.92, 238.56
82, 201.52, 247.44
83, 206.11, 256.32
84, 1165.45, 37.03
85, 1155.90, 34.05
86, 1146.36, 31.08
87, 1136.81, 28.11
88, 1127.26, 25.13
89, 1117.71, 22.16
90, 1108.17, 19.19
91, 1098.62, 16.21
92, 1089.07, 13.24
93, 1079.52, 10.27
94, 1069.98, 7.29
95, 1060.43, 10.27
96, 1050.88, 13.24
97, 1041.33, 16.21
98, 1031.78, 19.19
99, 1022.24, 22.16
100, 1012.69, 25.13
101, 1003.14, 28.11
102, 993.59, 31.08
103, 984.05, 34.05
104, 974.50, 37.03
105, 964.95, 40.00
106, 955.40, 42.97
107, 945.85, 45.95
108, 936.31, 48.92
109, 926.76, 51.89
110, 917.21, 54.87
111, 907.66, 57.84
112, 898.12, 60.81
113, 888.57, 63.79
114, 879.02, 66.76
115, 869.47, 69.73
116, 859.93, 72.71
117, 850.38, 75.68
118, 840.83, 78.65
