frame,x,y
0000.jpg,892.17,191.85
0001.jpg,843.03,201.07
0002.jpg,793.89,210.3
0003.jpg,744.75,219.53
0004.jpg,695.61,228.75
0005.jpg,646.47,237.98
0006.jpg,597.32,247.21
0007.jpg,548.18,256.43
0008.jpg,499.04,265.66
0009.jpg,31.39,96.48
0010.jpg,54.38,52.08
0011.jpg,77.37,7.68
0012.jpg,100.36,52.08
0013.jpg,123.35,96.48
0014.jpg,146.34,140.88
0015.jpg,169.33,185.28
0016.jpg,192.32,229.68
0017.jpg,1155.9,34.05
0018.jpg,1108.17,19.19
0019.jpg,1060.43,10.27
0020.jpg,1012.69,25.13
0021.jpg,964.95,40.0
0022.jpg,917.21,54.87
0023.jpg,869.47,69.73
0024.jpg,821.73,84.6
0025.jpg,774.0,99.47
0026.jpg,378.71,692.38
0027.jpg,406.42,650.76
0028.jpg,434.13,609.14
0029.jpg,461.84,567.53
0030.jpg,489.56,525.91
0031.jpg,517.27,484.29
0032.jpg,544.98,442.67
0033.jpg,572.69,401.05
0034.jpg,1590.8,82.65
0035.jpg,1607.14,35.39
0036.jpg,1623.48,25.94
0037.jpg,1639.81,73.2
0038.jpg,1656.15,120.45
0039.jpg,1672.49,167.71
0040.jpg,1688.82,214.96
0041.jpg,1705.16,262.22
0042.jpg,649.12,604.43
0043.jpg,599.75,596.56
0044.jpg,550.37,588.7
0045.jpg,500.99,580.83
0046.jpg,451.61,572.97
0047.jpg,402.24,565.1
0048.jpg,352.86,557.23
0049.jpg,303.48,549.37
0050.jpg,254.1,541.5
0051.jpg,194.95,864.09
0052.jpg,244.9,861.7
0053.jpg,294.84,859.32
0054.jpg,344.78,856.93
0055.jpg,394.73,854.55
0056.jpg,444.67,852.16
0057.jpg,494.61,849.77
0058.jpg,544.56,847.39
0059.jpg,268.46,170.15
0060.jpg,274.62,120.53
0061.jpg,280.78,70.91
0062.jpg,286.94,21.29
0063.jpg,293.1,31.22
0064.jpg,299.26,80.84
0065.jpg,305.42,130.46
0066.jpg,311.58,180.08
0067.jpg,317.74,229.7
0068.jpg,18.68,931.95
0069.jpg,16.36,981.89
0070.jpg,14.04,971.9
0071.jpg,11.73,921.96
0072.jpg,9.41,872.01
0073.jpg,8.02,822.06
0074.jpg,10.33,772.12
0075.jpg,12.65,722.17
0076.jpg,1076.23,3.83
0077.jpg,1046.61,44.11
0078.jpg,1016.99,84.4
0079.jpg,987.37,124.68
0080.jpg,957.75,164.96
0081.jpg,928.13,205.24
0082.jpg,898.51,245.52
0083.jpg,868.89,285.81
0084.jpg,245.0,536.93
0085.jpg,295.0,536.57
0086.jpg,345.0,536.2
0087.jpg,395.0,535.84
0088.jpg,444.99,535.48
0089.jpg,494.99,535.12
0090.jpg,544.99,534.76
0091.jpg,594.99,534.4
0092.jpg,644.99,534.04
0093.jpg,612.56,935.01
0094.jpg,647.02,898.78
0095.jpg,681.47,862.55
0096.jpg,715.93,826.31
0097.jpg,750.38,790.08
0098.jpg,784.84,753.84
0099.jpg,819.29,717.61
0100.jpg,853.74,681.38
0101.jpg,710.52,955.91
0102.jpg,726.82,984.27
0103.jpg,743.12,937.0
0104.jpg,759.42,889.73
0105.jpg,775.72,842.46
0106.jpg,792.02,795.19
0107.jpg,808.32,747.93
0108.jpg,824.62,700.66
0109.jpg,840.92,653.39
0110.jpg,322.98,585.34
0111.jpg,340.95,538.69
0112.jpg,358.93,492.03
0113.jpg,376.91,445.37
0114.jpg,394.88,398.72
0115.jpg,412.86,352.06
0116.jpg,430.84,305.4
0117.jpg,448.81,258.75
0118.jpg,1249.36,224.81
0119.jpg,1263.29,272.83
0120.jpg,1277.23,320.85
0121.jpg,1291.16,368.87
0122.jpg,1305.09,416.89
0123.jpg,1319.02,464.91
0124.jpg,1332.96,512.93
0125.jpg,1346.89,560.95
0126.jpg,93.47,171.99
0127.jpg,45.79,156.91
0128.jpg,17.19,141.84
0129.jpg,64.86,126.76
0130.jpg,112.53,111.69
0131.jpg,160.21,96.62
0132.jpg,207.88,81.54
0133.jpg,255.56,66.47
0134.jpg,303.23,51.4
0135.jpg,1613.79,410.14
0136.jpg,1658.53,387.81
0137.jpg,1703.26,365.48
0138.jpg,1748.0,343.15
0139.jpg,1792.74,320.82
0140.jpg,1837.47,298.49
0141.jpg,1846.42,276.16
0142.jpg,1801.68,253.83
0143.jpg,1692.6,85.85
0144.jpg,1646.62,105.47
0145.jpg,1600.63,125.09
