gt_x,gt_y,pred_x,pred_y
0.6097272,0.24633743,0.4773836,0.49619663
0.6097272,0.24633743,0.47221646,0.50120336
0.6097272,0.24633743,0.47177094,0.5004106
0.6097272,0.24633743,0.47242156,0.50143045
0.11363398,0.1627989,0.47375873,0.50157726
0.11363398,0.1627989,0.4741269,0.50052744
0.11363398,0.1627989,0.4762741,0.49952564
0.11363398,0.1627989,0.4754896,0.49943143
0.11363398,0.1627989,0.47472978,0.49853683
0.38950256,0.6165508,0.47156578,0.50302595
0.38950256,0.6165508,0.47253168,0.5017781
0.38950256,0.6165508,0.47229612,0.50102174
0.38950256,0.6165508,0.47238302,0.50089073
0.76944375,0.05680555,0.4736597,0.50105536
0.76944375,0.05680555,0.4742797,0.49841183
0.76944375,0.05680555,0.47248265,0.50290257
0.76944375,0.05680555,0.47401065,0.50082934
0.5,0.9609375,0.474635,0.4963624
0.5,0.9609375,0.47498718,0.4963453
0.5,0.9609375,0.47151434,0.5024237
0.5,0.9609375,0.47047433,0.5040713
0.5,0.9609375,0.47529346,0.4957743
0.5,0.5,0.4723513,0.5011677
0.5,0.5,0.4722449,0.49879935
0.5,0.5,0.47564444,0.49483803
0.5,0.5,0.4765054,0.49521446
0.40028843,0.62435347,0.4708064,0.5020879
0.40028843,0.62435347,0.47135183,0.49992514
0.40028843,0.62435347,0.47431016,0.49744117
0.40028843,0.62435347,0.4759358,0.49622804
0.94392186,0.51954347,0.47625253,0.49538338
0.94392186,0.51954347,0.47087985,0.5024155
0.94392186,0.51954347,0.47312838,0.50154316
0.94392186,0.51954347,0.47184598,0.50042665
0.082764745,0.5623814,0.47004673,0.5027762
0.082764745,0.5623814,0.4701629,0.50271344
0.082764745,0.5623814,0.4727468,0.5012952
0.082764745,0.5623814,0.47261554,0.5001586
0.7239583,0.26953125,0.47265035,0.5014075
0.7239583,0.26953125,0.47270694,0.5016703
0.7239583,0.26953125,0.47214848,0.496833
0.7239583,0.26953125,0.47335896,0.50174874
0.11687106,0.35901007,0.47658083,0.49472332
0.11687106,0.35901007,0.47664994,0.49719685
0.11687106,0.35901007,0.47391337,0.5014326
0.11687106,0.35901007,0.47645426,0.4981468
0.11687106,0.35901007,0.47451103,0.49949482
0.54130733,0.7459181,0.47356236,0.50177276
0.54130733,0.7459181,0.4756644,0.49630612
0.54130733,0.7459181,0.4732003,0.500837
0.54130733,0.7459181,0.47100317,0.50230765
0.7239583,0.73046875,0.4722636,0.50072896
0.7239583,0.73046875,0.47146973,0.5010677
0.7239583,0.73046875,0.47481287,0.49923584
0.7239583,0.73046875,0.47091466,0.502625
0.052083332,0.0390625,0.4760843,0.5019714
0.052083332,0.0390625,0.47432786,0.5037128
0.052083332,0.0390625,0.47064337,0.5017454
0.052083332,0.0390625,0.47532037,0.50173724
0.44418633,0.73440146,0.47460774,0.5040183
0.44418633,0.73440146,0.47986004,0.49753296
0.44418633,0.73440146,0.4752567,0.4999351
0.44418633,0.73440146,0.4761757,0.50295985
0.44418633,0.73440146,0.47431934,0.5010467
0.2933185,0.2640059,0.4756342,0.49917227
0.2933185,0.2640059,0.47780803,0.4961428
0.2933185,0.2640059,0.47714272,0.50171596
0.2933185,0.2640059,0.47677758,0.49874455
0.46161214,0.424678,0.4778813,0.501168
0.46161214,0.424678,0.47453126,0.50321
0.46161214,0.424678,0.47698444,0.5010144
0.46161214,0.424678,0.47602496,0.5034295
0.4482033,0.31787434,0.476187,0.49828643
0.4482033,0.31787434,0.47435904,0.5011897
0.4482033,0.31787434,0.47535053,0.50077593
0.4482033,0.31787434,0.4794999,0.49834794
0.052083332,0.5,0.47832438,0.5004564
0.052083332,0.5,0.47848976,0.4980371
0.052083332,0.5,0.4763533,0.50205517
0.052083332,0.5,0.47613007,0.5005692
0.27604166,0.26953125,0.47656426,0.50215167
0.27604166,0.26953125,0.47120017,0.50518644
0.27604166,0.26953125,0.47624797,0.5019975
0.27604166,0.26953125,0.4752488,0.5038235
0.58721244,0.599091,0.4738909,0.5024214
0.58721244,0.599091,0.47601444,0.50253487
