frame, x, y
0, 1432.14, 850.77
1, 1428.29, 841.55
2, 1424.43, 832.32
3, 1420.58, 823.09
4, 1416.72, 813.87
5, 1412.86, 804.64
6, 1409.01, 795.41
7, 1405.15, 786.19
8, 1401.29, 776.96
9, 1397.44, 767.73
10, 1393.58, 758.51
11, 1389.73, 749.28
12, 1385.87, 740.05
13, 1382.01, 730.83
14, 1378.16, 721.60
15, 1374.30, 712.38
16, 1370.44, 703.15
17, 1366.59, 693.92
18, 1362.73, 684.70
19, 1358.88, 675.47
20, 1355.02, 666.24
21, 1351.16, 657.02
22, 1347.31, 647.79
23, 1343.45, 638.56
24, 1339.59, 629.34
25, 1335.74, 620.11
26, 1331.88, 610.88
27, 1328.03, 601.66
28, 1324.17, 592.43
29, 1320.31, 583.20
30, 1316.46, 573.98
31, 1312.60, 564.75
32, 1308.74, 555.52
33, 1304.89, 546.30
34, 1301.03, 537.07
35, 1297.18, 527.84
36, 1293.32, 518.62
37, 1289.46, 509.39
38, 1285.61, 500.16
39, 1281.75, 490.94
40, 1277.89, 481.71
41, 1274.04, 472.48
42, 349.92, 541.73
43, 359.84, 540.47
44, 369.76, 539.20
45, 379.68, 537.93
46, 389.60, 536.66
47, 399.52, 535.40
48, 409.44, 534.13
49, 419.36, 532.86
50, 429.27, 531.59
51, 439.19, 530.33
52, 449.11, 529.06
53, 459.03, 527.79
54, 468.95, 526.53
55, 478.87, 525.26
56, 488.79, 523.99
57, 498.71, 522.72
58, 508.63, 521.46
59, 518.55, 520.19
60, 528.47, 518.92
61, 538.39, 517.66
62, 548.31, 516.39
63, 558.23, 515.12
64, 568.15, 513.85
65, 578.07, 512.59
66, 587.98, 511.32
67, 597.90, 510.05
68, 607.82, 508.78
69, 617.74, 507.52
70, 627.66, 506.25
71, 637.58, 504.98
72, 647.50, 503.72
73, 657.42, 502.45
74, 667.34, 501.18
75, 677.26, 499.91
76, 687.18, 498.65
77, 697.10, 497.38
78, 707.02, 496.11
79, 716.94, 494.85
80, 726.86, 493.58
81, 736.78, 492.31
82, 746.69, 491.04
83, 756.61, 489.78
84, 136.80, 255.67
85, 143.60, 248.33
86, 150.40, 241.00
87, 157.20, 233.67
88, 164.00, 226.34
89, 170.80, 219.00
90, 177.60, 211.67
91, 184.40, 204.34
92, 191.20, 197.01
93, 197.99, 189.67
94, 204.79, 182.34
95, 211.59, 175.01
96, 218.39, 167.68
97, 225.19, 160.34
98, 231.99, 153.01
99, 238.79, 145.68
100, 245.59, 138.35
101, 252.39, 131.01
102, 259.19, 123.68
103, 265.99, 116.35
104, 272.79, 109.01
105, 279.59, 101.68
106, 286.39, 94.35
107, 293.19, 87.02
108, 299.99, 79.68
109, 306.79, 72.35
110, 313.59, 65.02
111, 320.38, 57.69
112, 327.18, 50.35
113, 333.98, 43.02
114, 340.78, 35.69
115, 347.58, 28.36
116, 354.38, 21.02
117, 361.18, 13.69
118, 367.98, 6.36
119, 374.78, 13.69
120, 381.58, 21.02
121, 388.38, 28.36
122, 395.18, 35.69
123, 401.98, 43.02
124, 408.78, 50.35
125, 415.58, 57.69
126, 1624.30, 553.44
127, 1614.60, 555.88
128, 1604.91, 558.32
129, 1595.21, 560.75
130, 1585.51, 563.19
131, 1575.81, 565.63
132, 1566.11, 568.07
133, 1556.41, 570.51
134, 1546.72, 572.95
135, 1537.02, 575.38
136, 1527.32, 577.82
137, 1517.62, 580.26
138, 1507.92, 582.70
139, 1498.23, 585.14
140, 1488.53, 587.58
141, 1478.83, 590.01
142, 1469.13, 592.45
143, 1459.43, 594.89
144, 1449.74, 597.33
145, 1440.04, 599.77
146, 1430.34, 602.21
147, 1420.64, 604.65
148, 1410.94, 607.08
149, 1401.24, 609.52
150, 1391.55, 611.96
151, 1381.85, 614.40
152, 1372.15, 616.84
153, 1362.45, 619.28
154, 1352.75, 621.71
155, 1343.06, 624.15
156, 1333.36, 626.59
157, 1323.66, 629.03
158, 1313.96, 631.47
159, 1304.26, 633.91
160, 1294.56, 636.35
161, 1284.87, 638.78
162, 1275.17, 641.22
163, 1265.47, 643.66
164, 1255.77, 646.10
165, 1246.07, 648.54
166, 1236.38, 650.98
167, 1226.68, 653.41
168, 1478.74, 565.62
169, 1481.49, 575.23
170, 1484.23, 584.85
171, 1486.97, 594.46
172, 1489.72, 604.08
173, 1492.46, 613.70
174, 1495.21, 623.31
175, 1497.95, 632.93
176, 1500.69, 642.55
177, 1503.44, 652.16
178, 1506.18, 661.78
179, 1508.92, 671.39
180, 1511.67, 681.01
181, 1514.41, 690.63
182, 1517.16, 700.24
183, 1519.90, 709.86
184, 1522.64, 719.48
185, 1525.39, 729.09
186, 1528.13, 738.71
187, 1530.87, 748.32
188, 1533.62, 757.94
189, 1536.36, 767.56
190, 1539.11, 777.17
191, 1541.85, 786.79
192, 1544.59, 796.41
193, 1547.34, 806.02
194, 1550.08, 815.64
195, 1552.82, 825.25
196, 1555.57, 834.87
197, 1558.31, 844.49
198, 1561.06, 854.10
199, 1563.80, 863.72
200, 1566.54, 873.34
201, 1569.29, 882.95
202, 1572.03, 892.57
203, 1574.77, 902.18
204, 1577.52, 911.80
205, 1580.26, 921.42
206, 1583.01, 931.03
207, 1585.75, 940.65
208, 1588.49, 950.27
209, 1591.24, 959.88
210, 1823.36, 542.86
211, 1818.72, 551.72
212, 1814.08, 560.58
213, 1809.44, 569.43
214, 1804.80, 578.29
215, 1800.16, 587.15
216, 1795.52, 596.01
217, 1790.89, 604.87
218, 1786.25, 613.73
219, 1781.61, 622.59
220, 1776.97, 631.45
221, 1772.33, 640.30
222, 1767.69, 649.16
223, 1763.05, 658.02
224, 1758.41, 666.88
225, 1753.77, 675.74
226, 1749.13, 684.60
227, 1744.49, 693.46
228, 1739.85, 702.32
229, 1735.21, 711.17
230, 1730.57, 720.03
231, 1725.94, 728.89
232, 1721.30, 737.75
233, 1716.66, 746.61
234, 1712.02, 755.47
235, 1707.38, 764.33
236, 1702.74, 773.19
237, 1698.10, 782.04
238, 1693.46, 790.90
239, 1688.82, 799.76
240, 1684.18, 808.62
241, 1679.54, 817.48
242, 1674.90, 826.34
243, 1670.26, 835.20
244, 1665.62, 844.05
245, 1660.98, 852.91
246, 1656.35, 861.77
247, 1651.71, 870.63
248, 1647.07, 879.49
249, 1642.43, 888.35
250, 1637.79, 897.21
251, 1633.15, 906.07
252, 1150.32, 268.47
253, 1140.65, 265.95
254, 1130.97, 263.42
255, 1121.30, 260.89
256, 1111.62, 258.36
257, 1101.95, 255.84
258, 1092.27, 253.31
259, 1082.60, 250.78
260, 1072.92, 248.26
261, 1063.25, 245.73
262, 1053.57, 243.20
263, 1043.90, 240.67
264, 1034.22, 238.15
265, 1024.54, 235.62
266, 1014.87, 233.09
267, 1005.19, 230.57
268, 995.52, 228.04
269, 985.84, 225.51
270, 976.17, 222.98
271, 966.49, 220.46
272, 956.82, 217.93
273, 947.14, 215.40
274, 937.47, 212.88
275, 927.79, 210.35
276, 918.11, 207.82
277, 908.44, 205.29
278, 898.76, 202.77
279, 889.09, 200.24
280, 879.41, 197.71
281, 869.74, 195.19
282, 860.06, 192.66
283, 850.39, 190.13
284, 840.71, 187.60
285, 831.04, 185.08
286, 821.36, 182.55
287, 811.69, 180.02
288, 802.01, 177.50
289, 792.33, 174.97
290, 782.66, 172.44
291, 772.98, 169.91
292, 763.31, 167.39
293, 753.63, 164.86
294, 991.43, 464.10
295, 981.86, 461.19
296, 972.29, 458.29
297, 962.72, 455.38
298, 953.15, 452.48
299, 943.59, 449.57
300, 934.02, 446.67
301, 924.45, 443.77
302, 914.88, 440.86
303, 905.31, 437.96
304, 895.74, 435.05
305, 886.17, 432.15
306, 876.60, 429.25
307, 867.03, 426.34
308, 857.46, 423.44
309, 847.90, 420.53
310, 838.33, 417.63
311, 828.76, 414.72
312, 819.19, 411.82
313, 809.62, 408.92
314, 800.05, 406.01
315, 790.48, 403.11
316, 780.91, 400.20
317, 771.34, 397.30
318, 761.77, 394.40
319, 752.21, 391.49
320, 742.64, 388.59
321, 733.07, 385.68
322, 723.50, 382.78
323, 713.93, 379.87
324, 704.36, 376.97
325, 694.79, 374.07
326, 685.22, 371.16
327, 675.65, 368.26
328, 666.08, 365.35
329, 656.52, 362.45
330, 646.95, 359.55
331, 637.38, 356.64
332, 627.81, 353.74
333, 618.24, 350.83
334, 608.67, 347.93
335, 599.10, 345.02
336, 965.06, 698.06
337, 955.11, 699.12
338, 945.17, 700.18
339, 935.23, 701.24
340, 925.28, 702.30
341, 915.34, 703.36
342, 905.39, 704.41
343, 895.45, 705.47
344, 885.51, 706.53
345, 875.56, 707.59
346, 865.62, 708.65
347, 855.68, 709.71
348, 845.73, 710.77
349, 835.79, 711.83
350, 825.84, 712.89
351, 815.90, 713.95
352, 805.96, 715.01
353, 796.01, 716.07
354, 786.07, 717.13
355, 776.13, 718.18
356, 766.18, 719.24
357, 756.24, 720.30
358, 746.29, 721.36
359, 736.35, 722.42
360, 726.41, 723.48
361, 716.46, 724.54
362, 706.52, 725.60
363, 696.58, 726.66
364, 686.63, 727.72
365, 676.69, 728.78
366, 666.74, 729.84
367, 656.80, 730.90
368, 646.86, 731.96
369, 636.91, 733.01
370, 626.97, 734.07
371, 617.03, 735.13
372, 607.08, 736.19
