image_name,x,y,subject_ID
dataset/images/00002/00002/frames/00000.jpg,160.0,284.0,2
dataset/images/00002/00002/frames/00001.jpg,160.0,284.0,2
dataset/images/00002/00002/frames/00002.jpg,160.0,284.0,2
dataset/images/00002/00002/frames/00003.jpg,160.0,284.0,2
dataset/images/00002/00002/frames/00004.jpg,279.657292366,64.9650838971,2
dataset/images/00002/00002/frames/00005.jpg,279.657292366,64.9650838971,2
dataset/images/00002/00002/frames/00006.jpg,279.657292366,64.9650838971,2
dataset/images/00002/00002/frames/00007.jpg,279.657292366,64.9650838971,2
dataset/images/00002/00002/frames/00008.jpg,280.0,528.0,2
dataset/images/00002/00002/frames/00009.jpg,280.0,528.0,2
dataset/images/00002/00002/frames/00010.jpg,280.0,528.0,2
dataset/images/00002/00002/frames/00011.jpg,280.0,528.0,2
dataset/images/00002/00002/frames/00012.jpg,255.132203102,480.459225655,2
dataset/images/00002/00002/frames/00013.jpg,255.132203102,480.459225655,2
dataset/images/00002/00002/frames/00014.jpg,255.132203102,480.459225655,2
dataset/images/00002/00002/frames/00015.jpg,255.132203102,480.459225655,2
dataset/images/00002/00002/frames/00016.jpg,186.089053154,272.073066473,2
dataset/images/00002/00002/frames/00017.jpg,186.089053154,272.073066473,2
dataset/images/00002/00002/frames/00018.jpg,186.089053154,272.073066473,2
dataset/images/00002/00002/frames/00019.jpg,186.089053154,272.073066473,2
dataset/images/00002/00002/frames/00020.jpg,62.6934623718,263.949325085,2
dataset/images/00002/00002/frames/00021.jpg,62.6934623718,263.949325085,2
dataset/images/00002/00002/frames/00022.jpg,62.6934623718,263.949325085,2
dataset/images/00002/00002/frames/00023.jpg,62.6934623718,263.949325085,2
dataset/images/00002/00002/frames/00024.jpg,186.494131088,253.612014294,2
dataset/images/00002/00002/frames/00025.jpg,186.494131088,253.612014294,2
dataset/images/00002/00002/frames/00026.jpg,186.494131088,253.612014294,2
dataset/images/00002/00002/frames/00027.jpg,186.494131088,253.612014294,2
dataset/images/00002/00002/frames/00028.jpg,186.494131088,253.612014294,2
dataset/images/00002/00002/frames/00029.jpg,42.2854421288,372.068191528,2
dataset/images/00002/00002/frames/00030.jpg,42.2854421288,372.068191528,2
dataset/images/00002/00002/frames/00031.jpg,42.2854421288,372.068191528,2
dataset/images/00002/00002/frames/00032.jpg,73.8126133084,117.700519562,2
dataset/images/00002/00002/frames/00033.jpg,73.8126133084,117.700519562,2
dataset/images/00002/00002/frames/00034.jpg,73.8126133084,117.700519562,2
dataset/images/00002/00002/frames/00035.jpg,73.8126133084,117.700519562,2
dataset/images/00002/00002/frames/00036.jpg,40.0,280.0,2
dataset/images/00002/00002/frames/00037.jpg,40.0,280.0,2
dataset/images/00002/00002/frames/00038.jpg,40.0,280.0,2
dataset/images/00002/00002/frames/00039.jpg,40.0,280.0,2
dataset/images/00002/00002/frames/00040.jpg,428.697627068,236.968069077,2
dataset/images/00002/00002/frames/00041.jpg,428.697627068,236.968069077,2
dataset/images/00002/00002/frames/00042.jpg,428.697627068,236.968069077,2
dataset/images/00002/00002/frames/00043.jpg,428.697627068,236.968069077,2
dataset/images/00002/00002/frames/00044.jpg,428.697627068,236.968069077,2
dataset/images/00002/00002/frames/00045.jpg,41.44784851,197.411465645,2
dataset/images/00002/00002/frames/00046.jpg,41.44784851,197.411465645,2
dataset/images/00002/00002/frames/00047.jpg,41.44784851,197.411465645,2
dataset/images/00002/00002/frames/00048.jpg,304.213271618,269.074511528,2
dataset/images/00002/00002/frames/00049.jpg,304.213271618,269.074511528,2
dataset/images/00002/00002/frames/00050.jpg,304.213271618,269.074511528,2
dataset/images/00002/00002/frames/00051.jpg,304.213271618,269.074511528,2
dataset/images/00002/00002/frames/00052.jpg,317.379648685,258.573112488,2
