frame,x,y
0000.jpg,0.740642,0.323
0001.jpg,0.740642,0.323
0002.jpg,0.72256,0.34437
0003.jpg,0.699957,0.371082
0004.jpg,0.677355,0.397795
0005.jpg,0.654753,0.424507
0006.jpg,0.63215,0.451219
0007.jpg,0.609548,0.477932
0008.jpg,0.586946,0.504644
0009.jpg,0.564343,0.531356
0010.jpg,0.541741,0.558069
0011.jpg,0.519139,0.584781
0012.jpg,0.496536,0.611494
0013.jpg,0.661497,0.13
0014.jpg,0.655546,0.15786
0015.jpg,0.645628,0.204292
0016.jpg,0.635709,0.250725
0017.jpg,0.625791,0.297158
0018.jpg,0.615873,0.34359
0019.jpg,0.605954,0.390023
0020.jpg,0.596036,0.436456
0021.jpg,0.586117,0.482888
0022.jpg,0.576199,0.529321
0023.jpg,0.566281,0.575754
0024.jpg,0.556362,0.622186
0025.jpg,0.974332,0.985
0026.jpg,0.978942,0.982977
0027.jpg,0.990467,0.93786
0028.jpg,0.991112,0.892744
0029.jpg,0.979586,0.847627
0030.jpg,0.968061,0.802511
0031.jpg,0.956536,0.757394
0032.jpg,0.94501,0.712278
0033.jpg,0.933485,0.667161
0034.jpg,0.92196,0.622045
0035.jpg,0.910435,0.576928
0036.jpg,0.898909,0.531812
0037.jpg,0.141711,0.909
0038.jpg,0.136747,0.912719
0039.jpg,0.111927,0.931312
0040.jpg,0.087106,0.949905
0041.jpg,0.062286,0.968499
0042.jpg,0.037465,0.987092
0043.jpg,0.012645,0.980844
0044.jpg,0.01917,0.962251
0045.jpg,0.043991,0.943657
0046.jpg,0.068811,0.925064
0047.jpg,0.093632,0.906471
0048.jpg,0.118452,0.887877
0049.jpg,0.128877,0.49
0050.jpg,0.128877,0.49
0051.jpg,0.125913,0.440308
0052.jpg,0.122949,0.390616
0053.jpg,0.119986,0.340924
0054.jpg,0.117022,0.291232
0055.jpg,0.114058,0.241541
0056.jpg,0.111094,0.191849
0057.jpg,0.10813,0.142157
0058.jpg,0.105167,0.092465
0059.jpg,0.102203,0.042773
0060.jpg,0.099239,0.017938
0061.jpg,0.137968,0.01
0062.jpg,0.137968,0.01
0063.jpg,0.15629,0.046415
0064.jpg,0.174613,0.08283
0065.jpg,0.192935,0.119245
0066.jpg,0.211258,0.15566
0067.jpg,0.22958,0.192075
0068.jpg,0.247902,0.22849
0069.jpg,0.266225,0.264905
0070.jpg,0.284547,0.30132
0071.jpg,0.30287,0.337735
0072.jpg,0.321192,0.37415
0073.jpg,0.339515,0.410565
0074.jpg,0.895722,0.076
0075.jpg,0.885354,0.053106
0076.jpg,0.868075,0.01495
0077.jpg,0.850795,0.038525
0078.jpg,0.833516,0.076681
0079.jpg,0.816237,0.114838
0080.jpg,0.798957,0.152994
0081.jpg,0.781678,0.19115
0082.jpg,0.764398,0.229306
0083.jpg,0.747119,0.267463
0084.jpg,0.72984,0.305619
0085.jpg,0.71256,0.343775
0086.jpg,0.956684,0.931
0087.jpg,0.972607,0.927331
0088.jpg,0.995722,0.921215
0089.jpg,0.969185,0.9151
0090.jpg,0.942647,0.908985
0091.jpg,0.91611,0.902869
0092.jpg,0.889573,0.896754
0093.jpg,0.863036,0.890639
0094.jpg,0.836499,0.884523
0095.jpg,0.809961,0.878408
0096.jpg,0.783424,0.872293
0097.jpg,0.756887,0.866177
0098.jpg,0.102139,0.909
0099.jpg,0.102887,0.879033
0100.jpg,0.104133,0.829087
0101.jpg,0.10538,0.779141
0102.jpg,0.106626,0.729196
0103.jpg,0.107873,0.67925
0104.jpg,0.109119,0.629304
0105.jpg,0.110365,0.579359
0106.jpg,0.111612,0.529413
0107.jpg,0.112858,0.479467
0108.jpg,0.114105,0.429522
0109.jpg,0.115351,0.379576
0110.jpg,0.13369,0.883
0111.jpg,0.144165,0.887038
0112.jpg,0.170352,0.897134
0113.jpg,0.196539,0.90723
0114.jpg,0.222727,0.917325
0115.jpg,0.248914,0.927421
0116.jpg,0.275101,0.937517
0117.jpg,0.301288,0.947612
0118.jpg,0.327476,0.957708
0119.jpg,0.353663,0.967804
0120.jpg,0.37985,0.9779
0121.jpg,0.406037,0.987995
0122.jpg,0.917112,0.026
0123.jpg,0.913041,0.032483
0124.jpg,0.892682,0.064896
0125.jpg,0.872323,0.097309
0126.jpg,0.851964,0.129721
0127.jpg,0.831605,0.162134
0128.jpg,0.811246,0.194547
0129.jpg,0.790888,0.22696
0130.jpg,0.770529,0.259373
0131.jpg,0.75017,0.291786
0132.jpg,0.729811,0.324199
0133.jpg,0.709452,0.356612
0134.jpg,0.907487,0.061
0135.jpg,0.907487,0.061
0136.jpg,0.928596,0.091689
0137.jpg,0.949705,0.122377
0138.jpg,0.970814,0.153066
0139.jpg,0.991923,0.183755
0140.jpg,0.978835,0.214443
0141.jpg,0.957725,0.245132
0142.jpg,0.936616,0.275821
0143.jpg,0.915507,0.306509
0144.jpg,0.894398,0.337198
0145.jpg,0.873289,0.367886
0146.jpg,0.983422,0.097
0147.jpg,0.983422,0.097
0148.jpg,0.964648,0.116168
0149.jpg,0.94118,0.140129
0150.jpg,0.917712,0.164089
0151.jpg,0.894244,0.18805
0152.jpg,0.870776,0.21201
0153.jpg,0.847309,0.235971
0154.jpg,0.823841,0.259931
0155.jpg,0.800373,0.283892
0156.jpg,0.776905,0.307853
0157.jpg,0.753437,0.331813
0158.jpg,0.729969,0.355774
0159.jpg,0.885561,0.983
0160.jpg,0.889644,0.972659
0161.jpg,0.896449,0.924305
0162.jpg,0.903254,0.875951
0163.jpg,0.910059,0.827598
0164.jpg,0.916864,0.779244
0165.jpg,0.923669,0.730891
0166.jpg,0.930474,0.682537
0167.jpg,0.937279,0.634184
0168.jpg,0.944084,0.58583
0169.jpg,0.950889,0.537477
0170.jpg,0.957694,0.489123
0171.jpg,0.035829,0.108
0172.jpg,0.038239,0.088514
0173.jpg,0.044264,0.039801
0174.jpg,0.05029,0.017743
0175.jpg,0.056315,0.066457
0176.jpg,0.06234,0.115171
0177.jpg,0.068366,0.163885
0178.jpg,0.074391,0.212598
0179.jpg,0.080416,0.261312
0180.jpg,0.086442,0.310026
0181.jpg,0.092467,0.35874
0182.jpg,0.098492,0.407454
0183.jpg,0.454011,0.74
0184.jpg,0.448666,0.739659
0185.jpg,0.421944,0.737957
0186.jpg,0.395221,0.736254
0187.jpg,0.368499,0.734551
0188.jpg,0.341776,0.732848
0189.jpg,0.315054,0.731145
0190.jpg,0.288331,0.729442
0191.jpg,0.261609,0.72774
0192.jpg,0.234887,0.726037
0193.jpg,0.208164,0.724334
0194.jpg,0.181442,0.722631
0195.jpg,0.236898,0.795
0196.jpg,0.234299,0.803739
0197.jpg,0.221304,0.847437
0198.jpg,0.208309,0.891134
0199.jpg,0.195314,0.934831
0200.jpg,0.182318,0.978529
0201.jpg,0.169323,0.965782
0202.jpg,0.156328,0.922084
0203.jpg,0.143332,0.878387
0204.jpg,0.130337,0.83469
0205.jpg,0.117342,0.790992
0206.jpg,0.104347,0.747295
0207.jpg,0.024064,0.111
0208.jpg,0.024064,0.111
0209.jpg,0.04254,0.131158
0210.jpg,0.065634,0.156355
0211.jpg,0.088729,0.181552
0212.jpg,0.111824,0.206749
0213.jpg,0.134918,0.231946
0214.jpg,0.158013,0.257143
0215.jpg,0.181108,0.282339
0216.jpg,0.204202,0.307536
0217.jpg,0.227297,0.332733
0218.jpg,0.250391,0.35793
0219.jpg,0.273486,0.383127
0220.jpg,0.959358,0.147
0221.jpg,0.955503,0.176121
0222.jpg,0.949079,0.224656
0223.jpg,0.942654,0.273191
0224.jpg,0.936229,0.321727
0225.jpg,0.929805,0.370262
0226.jpg,0.92338,0.418797
0227.jpg,0.916955,0.467332
0228.jpg,0.910531,0.515867
0229.jpg,0.904106,0.564402
0230.jpg,0.897681,0.612937
0231.jpg,0.891257,0.661472
0232.jpg,0.912834,0.012
0233.jpg,0.921926,0.022534
0234.jpg,0.944654,0.048869
0235.jpg,0.967383,0.075203
0236.jpg,0.990112,0.101538
0237.jpg,0.982085,0.127872
0238.jpg,0.959356,0.154207
0239.jpg,0.936627,0.180542
0240.jpg,0.913898,0.206876
0241.jpg,0.89117,0.233211
0242.jpg,0.868441,0.259546
0243.jpg,0.845712,0.28588
0244.jpg,0.006952,0.067
0245.jpg,0.004278,0.062907
0246.jpg,0.028674,0.042442
0247.jpg,0.053069,0.021976
0248.jpg,0.077465,0.012093
0249.jpg,0.101861,0.032558
0250.jpg,0.126256,0.053024
0251.jpg,0.150652,0.073489
0252.jpg,0.175048,0.093954
0253.jpg,0.199443,0.114419
0254.jpg,0.223839,0.134885
0255.jpg,0.248235,0.15535
0256.jpg,0.337968,0.835
0257.jpg,0.337968,0.835
0258.jpg,0.362381,0.855394
0259.jpg,0.386793,0.875788
0260.jpg,0.411206,0.896182
0261.jpg,0.435619,0.916576
0262.jpg,0.460032,0.93697
0263.jpg,0.484444,0.957364
0264.jpg,0.508857,0.977758
0265.jpg,0.53327,0.987921
0266.jpg,0.557682,0.967527
0267.jpg,0.582095,0.947133
0268.jpg,0.729947,0.43
0269.jpg,0.729947,0.43
0270.jpg,0.741002,0.464243
0271.jpg,0.754822,0.507047
0272.jpg,0.768641,0.54985
0273.jpg,0.782461,0.592654
0274.jpg,0.796281,0.635458
0275.jpg,0.8101,0.678262
0276.jpg,0.82392,0.721065
0277.jpg,0.837739,0.763869
0278.jpg,0.851559,0.806673
0279.jpg,0.865378,0.849476
0280.jpg,0.879198,0.89228
0281.jpg,0.88984,0.97
0282.jpg,0.892911,0.992
0283.jpg,0.898029,0.942925
0284.jpg,0.903147,0.893849
0285.jpg,0.908265,0.844774
0286.jpg,0.913384,0.795698
0287.jpg,0.918502,0.746623
0288.jpg,0.92362,0.697548
0289.jpg,0.928738,0.648472
0290.jpg,0.933857,0.599397
0291.jpg,0.938975,0.550322
0292.jpg,0.944093,0.501246
0293.jpg,0.87754,0.053
0294.jpg,0.880761,0.033928
0295.jpg,0.888813,0.027072
0296.jpg,0.896865,0.07475
0297.jpg,0.904918,0.122429
0298.jpg,0.91297,0.170108
0299.jpg,0.921022,0.217787
0300.jpg,0.929074,0.265466
0301.jpg,0.937126,0.313144
0302.jpg,0.945179,0.360823
0303.jpg,0.953231,0.408502
0304.jpg,0.961283,0.456181
0305.jpg,0.367914,0.192
0306.jpg,0.366996,0.201852
0307.jpg,0.362406,0.251109
0308.jpg,0.357816,0.300367
0309.jpg,0.353225,0.349624
0310.jpg,0.348635,0.398882
0311.jpg,0.344045,0.44814
0312.jpg,0.339454,0.497397
0313.jpg,0.334864,0.546655
0314.jpg,0.330274,0.595913
0315.jpg,0.325683,0.64517
0316.jpg,0.321093,0.694428
0317.jpg,0.636898,0.367
0318.jpg,0.636898,0.367
0319.jpg,0.611738,0.383922
0320.jpg,0.586578,0.400843
0321.jpg,0.561418,0.417765
0322.jpg,0.536258,0.434687
0323.jpg,0.511098,0.451609
0324.jpg,0.485937,0.46853
0325.jpg,0.460777,0.485452
0326.jpg,0.435617,0.502374
0327.jpg,0.410457,0.519296
0328.jpg,0.385297,0.536217
0329.jpg,0.124064,0.046
0330.jpg,0.124064,0.046
0331.jpg,0.112554,0.012284
0332.jpg,0.098167,0.041716
0333.jpg,0.08378,0.08386
0334.jpg,0.069393,0.126005
0335.jpg,0.055006,0.16815
0336.jpg,0.040619,0.210295
0337.jpg,0.026232,0.252439
0338.jpg,0.011844,0.294584
0339.jpg,0.010033,0.336729
0340.jpg,0.02442,0.378873
0341.jpg,0.038807,0.421018
0342.jpg,0.005348,0.044
0343.jpg,0.019465,0.02975
