segment_id,frame,x,y,phase
0,0000.jpg,0.740642,0.323,wait
0,0001.jpg,0.740642,0.323,wait
0,0002.jpg,0.72256,0.34437,move
0,0003.jpg,0.699957,0.371082,move
0,0004.jpg,0.677355,0.397795,move
0,0005.jpg,0.654753,0.424507,move
0,0006.jpg,0.63215,0.451219,move
0,0007.jpg,0.609548,0.477932,move
0,0008.jpg,0.586946,0.504644,move
0,0009.jpg,0.564343,0.531356,move
0,0010.jpg,0.541741,0.558069,move
0,0011.jpg,0.519139,0.584781,move
0,0012.jpg,0.496536,0.611494,move
1,0013.jpg,0.661497,0.13,wait
1,0014.jpg,0.655546,0.15786,move
1,0015.jpg,0.645628,0.204292,move
1,0016.jpg,0.635709,0.250725,move
1,0017.jpg,0.625791,0.297158,move
1,0018.jpg,0.615873,0.34359,move
1,0019.jpg,0.605954,0.390023,move
1,0020.jpg,0.596036,0.436456,move
1,0021.jpg,0.586117,0.482888,move
1,0022.jpg,0.576199,0.529321,move
1,0023.jpg,0.566281,0.575754,move
1,0024.jpg,0.556362,0.622186,move
2,0025.jpg,0.974332,0.985,wait
2,0026.jpg,0.978942,0.982977,move
2,0027.jpg,0.990467,0.93786,move
2,0028.jpg,0.991112,0.892744,move
2,0029.jpg,0.979586,0.847627,move
2,0030.jpg,0.968061,0.802511,move
2,0031.jpg,0.956536,0.757394,move
2,0032.jpg,0.94501,0.712278,move
2,0033.jpg,0.933485,0.667161,move
2,0034.jpg,0.92196,0.622045,move
2,0035.jpg,0.910435,0.576928,move
2,0036.jpg,0.898909,0.531812,move
3,0037.jpg,0.141711,0.909,wait
3,0038.jpg,0.136747,0.912719,move
3,0039.jpg,0.111927,0.931312,move
3,0040.jpg,0.087106,0.949905,move
3,0041.jpg,0.062286,0.968499,move
3,0042.jpg,0.037465,0.987092,move
3,0043.jpg,0.012645,0.980844,move
3,0044.jpg,0.01917,0.962251,move
3,0045.jpg,0.043991,0.943657,move
3,0046.jpg,0.068811,0.925064,move
3,0047.jpg,0.093632,0.906471,move
3,0048.jpg,0.118452,0.887877,move
4,0049.jpg,0.128877,0.49,wait
4,0050.jpg,0.128877,0.49,wait
4,0051.jpg,0.125913,0.440308,move
4,0052.jpg,0.122949,0.390616,move
4,0053.jpg,0.119986,0.340924,move
4,0054.jpg,0.117022,0.291232,move
4,0055.jpg,0.114058,0.241541,move
4,0056.jpg,0.111094,0.191849,move
4,0057.jpg,0.10813,0.142157,move
