segment_id,frame,x,y,phase
0,0000.jpg,0.966845,0.113,wait
0,0001.jpg,0.966845,0.113,wait
0,0002.jpg,0.940132,0.115184,move
0,0003.jpg,0.91342,0.117368,move
0,0004.jpg,0.886708,0.119552,move
0,0005.jpg,0.859995,0.121736,move
0,0006.jpg,0.833283,0.123921,move
0,0007.jpg,0.80657,0.126105,move
0,0008.jpg,0.779858,0.128289,move
0,0009.jpg,0.753145,0.130473,move
0,0010.jpg,0.726433,0.132657,move
0,0011.jpg,0.69972,0.134841,move
0,0012.jpg,0.673008,0.137025,move
1,0013.jpg,0.056684,0.12,wait
1,0014.jpg,0.035715,0.127898,move
1,0015.jpg,0.009504,0.137771,move
1,0016.jpg,0.025247,0.147644,move
1,0017.jpg,0.051459,0.157517,move
1,0018.jpg,0.07767,0.16739,move
1,0019.jpg,0.103882,0.177262,move
1,0020.jpg,0.130093,0.187135,move
1,0021.jpg,0.156305,0.197008,move
1,0022.jpg,0.182517,0.206881,move
1,0023.jpg,0.208728,0.216754,move
1,0024.jpg,0.23494,0.226627,move
2,0025.jpg,0.983422,0.146,wait
2,0026.jpg,0.967747,0.139616,move
2,0027.jpg,0.941622,0.128977,move
2,0028.jpg,0.915496,0.118337,move
2,0029.jpg,0.88937,0.107697,move
2,0030.jpg,0.863245,0.097058,move
2,0031.jpg,0.837119,0.086418,move
2,0032.jpg,0.810994,0.075778,move
2,0033.jpg,0.784868,0.065139,move
2,0034.jpg,0.758742,0.054499,move
2,0035.jpg,0.732617,0.043859,move
2,0036.jpg,0.706491,0.03322,move
3,0037.jpg,0.472727,0.104,wait
3,0038.jpg,0.478232,0.086852,move
3,0039.jpg,0.491992,0.043982,move
3,0040.jpg,0.505753,0.008,move
3,0041.jpg,0.519514,0.05087,move
3,0042.jpg,0.533275,0.09374,move
3,0043.jpg,0.547036,0.136609,move
3,0044.jpg,0.560797,0.179479,move
3,0045.jpg,0.574558,0.222349,move
3,0046.jpg,0.588319,0.265219,move
3,0047.jpg,0.602079,0.308089,move
3,0048.jpg,0.61584,0.350959,move
4,0049.jpg,0.077005,0.077,wait
4,0050.jpg,0.078426,0.067359,move
4,0051.jpg,0.085527,0.019155,move
4,0052.jpg,0.092628,0.036923,move
4,0053.jpg,0.09973,0.085127,move
4,0054.jpg,0.106831,0.133331,move
4,0055.jpg,0.113932,0.181535,move
4,0056.jpg,0.121034,0.22974,move
4,0057.jpg,0.128135,0.277944,move
4,0058.jpg,0.135236,0.326148,move
4,0059.jpg,0.142338,0.374353,move
4,0060.jpg,0.149439,0.422557,move
5,0061.jpg,0.920321,0.858,wait
5,0062.jpg,0.920321,0.858,wait
5,0063.jpg,0.942341,0.886361,move
5,0064.jpg,0.964361,0.914723,move
5,0065.jpg,0.986382,0.943084,move
5,0066.jpg,0.986914,0.971446,move
5,0067.jpg,0.964893,0.986328,move
5,0068.jpg,0.942873,0.957966,move
5,0069.jpg,0.920853,0.929605,move
5,0070.jpg,0.898833,0.901243,move
5,0071.jpg,0.876812,0.872882,move
5,0072.jpg,0.854792,0.84452,move
5,0073.jpg,0.832772,0.816159,move
6,0074.jpg,0.140642,0.018,wait
6,0075.jpg,0.140435,0.017999,move
6,0076.jpg,0.140091,0.067995,move
6,0077.jpg,0.139746,0.117991,move
6,0078.jpg,0.139402,0.167987,move
6,0079.jpg,0.139057,0.217983,move
6,0080.jpg,0.138713,0.267978,move
6,0081.jpg,0.138368,0.317974,move
6,0082.jpg,0.138024,0.36797,move
6,0083.jpg,0.137679,0.417966,move
6,0084.jpg,0.137335,0.467962,move
6,0085.jpg,0.136991,0.517958,move
7,0086.jpg,0.883957,0.064,wait
7,0087.jpg,0.890094,0.04762,move
7,0088.jpg,0.905435,0.008,move
7,0089.jpg,0.920777,0.048951,move
7,0090.jpg,0.936118,0.089902,move
7,0091.jpg,0.951459,0.130853,move
7,0092.jpg,0.966801,0.171804,move
7,0093.jpg,0.982142,0.212754,move
7,0094.jpg,0.995722,0.253705,move
7,0095.jpg,0.980381,0.294656,move
7,0096.jpg,0.965039,0.335607,move
7,0097.jpg,0.949698,0.376558,move
8,0098.jpg,0.292513,0.691,wait
8,0099.jpg,0.290373,0.700164,move
8,0100.jpg,0.279673,0.745986,move
8,0101.jpg,0.268972,0.791807,move
8,0102.jpg,0.258272,0.837628,move
8,0103.jpg,0.247571,0.88345,move
8,0104.jpg,0.236871,0.929271,move
8,0105.jpg,0.22617,0.975093,move
8,0106.jpg,0.215469,0.964507,move
8,0107.jpg,0.204769,0.918686,move
8,0108.jpg,0.194068,0.872864,move
8,0109.jpg,0.183368,0.827043,move
9,0110.jpg,0.009091,0.015,wait
9,0111.jpg,0.009091,0.015,wait
9,0112.jpg,0.011666,0.043506,move
9,0113.jpg,0.023979,0.087888,move
9,0114.jpg,0.036293,0.132271,move
9,0115.jpg,0.048606,0.176653,move
9,0116.jpg,0.06092,0.221036,move
9,0117.jpg,0.073233,0.265418,move
9,0118.jpg,0.085546,0.309801,move
9,0119.jpg,0.09786,0.354183,move
9,0120.jpg,0.110173,0.398566,move
9,0121.jpg,0.122487,0.442948,move
10,0122.jpg,0.026203,0.866,wait
10,0123.jpg,0.026203,0.866,wait
10,0124.jpg,0.041739,0.838504,move
10,0125.jpg,0.061158,0.804135,move
10,0126.jpg,0.080578,0.769765,move
10,0127.jpg,0.099997,0.735396,move
10,0128.jpg,0.119417,0.701026,move
10,0129.jpg,0.138836,0.666657,move
10,0130.jpg,0.158255,0.632287,move
10,0131.jpg,0.177675,0.597917,move
10,0132.jpg,0.197094,0.563548,move
10,0133.jpg,0.216514,0.529178,move
10,0134.jpg,0.235933,0.494809,move
11,0135.jpg,0.079144,0.043,wait
11,0136.jpg,0.06406,0.032786,move
11,0137.jpg,0.038919,0.015763,move
11,0138.jpg,0.013779,0.014809,move
11,0139.jpg,0.019362,0.031833,move
11,0140.jpg,0.044503,0.048856,move
11,0141.jpg,0.069644,0.065879,move
11,0142.jpg,0.094784,0.082902,move
11,0143.jpg,0.119925,0.099926,move
11,0144.jpg,0.145065,0.116949,move
11,0145.jpg,0.170206,0.133972,move
11,0146.jpg,0.195346,0.150995,move
12,0147.jpg,0.041176,0.981,wait
12,0148.jpg,0.047099,0.964346,move
12,0149.jpg,0.061904,0.922711,move
