segment_id,frame,x,y,phase
0,0000.jpg,1808.0,113.0,wait
0,0001.jpg,1808.0,113.0,wait
0,0002.jpg,1758.047727,115.18412,move
0,0003.jpg,1708.095453,117.368241,move
0,0004.jpg,1658.14318,119.552361,move
0,0005.jpg,1608.190906,121.736482,move
0,0006.jpg,1558.238633,123.920602,move
0,0007.jpg,1508.28636,126.104723,move
0,0008.jpg,1458.334086,128.288843,move
0,0009.jpg,1408.381813,130.472964,move
0,0010.jpg,1358.429539,132.657084,move
0,0011.jpg,1308.477266,134.841205,move
0,0012.jpg,1258.524993,137.025325,move
1,0013.jpg,106.0,120.0,wait
1,0014.jpg,66.787537,127.898274,move
1,0015.jpg,17.771958,137.771116,move
1,0016.jpg,47.212463,147.643959,move
1,0017.jpg,96.228042,157.516801,move
1,0018.jpg,145.243621,167.389644,move
1,0019.jpg,194.2592,177.262486,move
1,0020.jpg,243.274779,187.135329,move
1,0021.jpg,292.290358,197.008171,move
1,0022.jpg,341.305937,206.881014,move
1,0023.jpg,390.321516,216.753856,move
1,0024.jpg,439.337095,226.626699,move
2,0025.jpg,1839.0,146.0,wait
2,0026.jpg,1809.687082,139.616204,move
2,0027.jpg,1760.832219,128.976543,move
2,0028.jpg,1711.977357,118.336882,move
2,0029.jpg,1663.122494,107.697222,move
2,0030.jpg,1614.267631,97.057561,move
2,0031.jpg,1565.412768,86.417901,move
2,0032.jpg,1516.557905,75.77824,move
2,0033.jpg,1467.703043,65.138579,move
2,0034.jpg,1418.84818,54.498919,move
2,0035.jpg,1369.993317,43.859258,move
2,0036.jpg,1321.138454,33.219597,move
3,0037.jpg,884.0,104.0,wait
3,0038.jpg,894.293128,86.852069,move
3,0039.jpg,920.025947,43.982243,move
3,0040.jpg,945.758766,8.0,move
3,0041.jpg,971.491585,50.869827,move
3,0042.jpg,997.224404,93.739653,move
3,0043.jpg,1022.957223,136.60948,move
3,0044.jpg,1048.690042,179.479306,move
3,0045.jpg,1074.422861,222.349133,move
3,0046.jpg,1100.15568,265.218959,move
3,0047.jpg,1125.888499,308.088786,move
3,0048.jpg,1151.621318,350.958612,move
4,0049.jpg,144.0,77.0,wait
4,0050.jpg,146.655901,67.35914,move
4,0051.jpg,159.935406,19.154837,move
4,0052.jpg,173.214911,36.922581,move
4,0053.jpg,186.494416,85.126883,move
4,0054.jpg,199.773921,133.331186,move
4,0055.jpg,213.053426,181.535488,move
4,0056.jpg,226.332931,229.73979,move
4,0057.jpg,239.612436,277.944092,move
4,0058.jpg,252.89194,326.148394,move
4,0059.jpg,266.171445,374.352697,move
4,0060.jpg,279.45095,422.556999,move
5,0061.jpg,1721.0,858.0,wait
5,0062.jpg,1721.0,858.0,wait
5,0063.jpg,1762.177974,886.361496,move
5,0064.jpg,1803.355948,914.722992,move
5,0065.jpg,1844.533922,943.084488,move
5,0066.jpg,1845.52881,971.445984,move
5,0067.jpg,1804.350836,986.327701,move
5,0068.jpg,1763.172862,957.966205,move
5,0069.jpg,1721.994888,929.604709,move
5,0070.jpg,1680.816914,901.243213,move
5,0071.jpg,1639.63894,872.881717,move
5,0072.jpg,1598.460966,844.520221,move
5,0073.jpg,1557.282993,816.158724,move
6,0074.jpg,263.0,18.0,wait
6,0075.jpg,262.613535,17.99917,move
6,0076.jpg,261.969426,67.995021,move
6,0077.jpg,261.325316,117.990872,move
6,0078.jpg,260.681207,167.986723,move
6,0079.jpg,260.037098,217.982574,move
6,0080.jpg,259.392989,267.978426,move
6,0081.jpg,258.74888,317.974277,move
